"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"HONASA CONSUMER LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.45
"EUROMONITOR RESEARCH AND CONSULTING (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.015
"SAHYADRI INDUSTRIES LIMITED.","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"RANE STEERING SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0005375
"INDUS VALLEY PARTNERS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5
"LAVISH GRANITO PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01825
"NATCO PHARMA LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5093312
"STERLITE TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.57
"GREENPLY INDUSTRIES LTD","FY 2023-24",Non-PSU,Nagaland,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.6074737
"GREENPLY INDUSTRIES LTD","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"POLARIS BANYAN HOLDING PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"AVEVA INFORMATION TECHNOLOGY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0575
"AVEVA INFORMATION TECHNOLOGY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.037
"AVEVA INFORMATION TECHNOLOGY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0525
"AVEVA INFORMATION TECHNOLOGY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00998
"BACARDI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1347895
"BACARDI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1694534
"SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05735
"CHAITANYA INDIA FIN CREDIT PRIVATE LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0732141
"CHAITANYA INDIA FIN CREDIT PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0994889
"CHAITANYA INDIA FIN CREDIT PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2111362
"EMAMI AGROTECH LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0609091
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",13.5
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2652
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0111
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0181266
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.006
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.012
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0747156
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0539949
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0040153
"JINDAL STAINLESS LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.0196654
"FORBESVYNCKE PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0025
"BELGAUM SUGARS PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.354
"PATEL ENGINEERING LIMITED","FY 2023-24",Non-PSU,"Himachal Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"ADVANI HOTELS AND RESORTS (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"DEEPAK PHENOLICS LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1165
"AGNI STEELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2563667
"AGNI STEELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1749218
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0035
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0035
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00558
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.15
"DEEVYASHAKTI INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0015
"AARTI PHARMALABS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1252521
"KKB PROJECTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.34
"MCCAIN FOODS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.416
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1825
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0917244
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.177652
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.032704
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.8567154
"AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1612116
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0307493
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0199154
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1942678
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0685421
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1746843
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0698737
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2587005
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0597461
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0010622
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3161705
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0521865
"WINGIFY SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0107916
"REGENCY NIRMAN LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"REGENCY NIRMAN LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.41225
"MSP SPONGE IRON LIMITED","FY 2023-24",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0551219
"OMEGA RENK BEARINGS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.09
"TAMILNADU CEMENTS CORPORATION LIMITED","FY 2023-24",PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.6962788
"MACDERMID ALPHA ELECTRONICS SOLUTIONS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1228726
"C.E. INFO SYSTEMS LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0025
"BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.9893
"BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.34405
"BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.30093
"BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Jharkhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.9877404
"GRAVITA INDIA LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.11
"GRAVITA INDIA LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1023385
"GRAVITA INDIA LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0573924
"UNITY SMALL FINANCE BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.008597
"THE K C P LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2858937
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0046
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.003
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0554
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1583
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,"Jammu and Kashmir","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.007
"JOHNSON MATTHEY CHEMICALS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.094982
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.435
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.713
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.438
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.313
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Assam,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2
"PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (KOLKATA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.573
"ETERNIS FINE CHEMICALS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.13428
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.26
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.87
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.18
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.97
"RAJASTHAN LIQUORS LIMITED","FY 2023-24",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.256645
"RAAJRATNA METAL INDUSTRIES LTD","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0387177
"TATA POWER DELHI DISTRIBUTION LIMITED","FY 2023-24",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1397
"ANTONY LARA ENVIRO SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1579862
"NTT DATA BUSINESS SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0006
"VASUDHA PHARMA CHEM LIMITED","FY 2023-24",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0475
"HINDUSTAN GUM AND CHEMICALS LIMITED","FY 2023-24",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0111097
"GRINDWELL NORTON LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"MARKSANS PHARMA LIMITED","FY 2023-24",Non-PSU,Goa,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.235285871
"MORNINGSTAR INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2145
